Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Num_words_text
138773,B000E63LME,A2XZ2X4RO8TM28,K. Abdul-Aleem,2,2,3,1338422400,The variety leaves much to be desired.,celestial seasonings fruit teas same about sampler however product described will receive cranberry apple zinger tangerine orange zinger instead receive wild berry true blueberry latter being flavor that really fond proportions also equal receive teabags flavors teabags more popular flavors raspberry zinger country peach passion personal favorites also price increased from around back september almost today isnt worth limited variety,60
493638,B0000DJ7TL,A3TF6OME7HCF5F,Aja,0,0,3,1334620800,Unimpressed,omaha steaks stuffed baked potatoesbr stuffed baked potatoes were unimpressive andbr lacking flavorbr tasted bacon chivesbr however they make attractive addition meal,22
518723,B00250TKVS,AKACGHPVILE9R,"Sophronia ""Euphemia""",7,8,3,1314144000,Pricey and Just Tastes Sweet,having small group needed some honey opted this sure sensitive palate didnt real strong smell taste honey definitely sweet very priceybr still looking neat easy offer honey thought this going solution exactly guess these price wanted more than just sweet wanted honey experience,43
317540,B007TJGY5K,A3T421PY3APGUQ,K. Field,0,0,3,1300233600,No BAM for our buck,have been trying decafs find good strong ones hopeful when opened covered with exclamations yeah babe that first huge watery letdown only that acidic tried more times coffee that kids allowed drink weak decaf,34
43953,B000LR4F3U,A10Q5N7CMM9U39,"Paul Antseliovich ""PaulAntsell""",1,1,3,1331510400,"""Malossol""?",guys know what malossol means russianbr lightly saltedbr this particular caviar actually oversalted quite bitbr other than that very good tasting caviar guess blame puddlefish that very close russian sturgeons caviar,31
90448,B000EVT04M,A11OTLEDSW8ZXD,CGScammell,1,1,3,1297036800,Not as good as the standard gummibear,these little disappointing cherry flavor nowhere near strong standard haribo gummibear which subscribe regular basis aroma stronger than taste these feel harder huge mouth begin with cherries just sort stick together like ball green rubber bummer hate what these look like summertimebr sucking right feels like bland rubber blob mouth cant inconspicuous eating these wont getting these again,58
286373,B001EO5YDO,A1ESSV8IJKREJ6,jsue,2,2,3,1300147200,These are ok but not excellent,skins tough ruins flavor have better from market they more like chewy raisins than blueberries blueberries have liked were freeze dried these compare quality excellent cherries,26
146471,B000WFKWDI,A2FRFAQCWZJT3Q,"B. Davis ""The Happy Hermit""",0,2,3,1282608000,She eats it but it's like pulling teeth,disappointed have spent money then find that does really like this food will shes starving even then have near coax loves fancy feast only feed nonseafood ones ones that contain wheat gluten both cause allergic reactions that narrows diet down classic turkey chicken beef hoped some variety with this wellness hoped away from buying food with byproducts wellness chicken answer thick sticky because smells better than fancy feast,68
343666,B006BXUY2Y,A3GKMK6KQH3Y1H,B. Niedt,0,0,3,1335312000,Oats and Chocolate but Nothing Special,dark chocolate perhaps best thing about this granola which otherwise seems rather generic chewy little bland flavor basically oats chocolate nothing fancy fine quick snack about cereal world fire,29
420536,B008JKSJJ2,A1B00A69GEIIHM,"Goddess of Harpies ""Harpy Goddess""",0,0,3,1288656000,Disappointing,tried several kinds fruit bars these least favorite mostly dried fruit which rather intensely sweetwith nuts which have been encased bars long enough lose their crunch wouldnt reorder will probably coerce grandkids into eating this,35
229337,B000GGOEGO,AX668BUQRHI7C,stephie,4,5,3,1229385600,"Not real snow peas, but still pretty good",some reason thought these were actual freeze dried snow peas surprised when opened they contain real snow peas well theyre actually puffed snack formed peapod shape made from dried peas different pretty tasty what expected liked them enough them again thats saying stars instead because,45
306984,B000CSEFPQ,AY12HJ1UC5YV,L. Michelotti,2,5,3,1180224000,Kelloggs AllBran Buds vs ALLbran Original,been purchasing kelloggs allbran buds from amazon however they stopped selling them then ordered allbran original from them which only available packages pleased with them becausebr price serving much higher andbr care them muchbr hence will buying allbran buds elsewhere,40
188352,B001EQ4S6G,A1XB9YEJ27YTWO,RobJCCerra,1,2,3,1313884800,Better off with unsweetened 0.13oz packets of Kool-Aid instead,found that presweetened koolaid takes more make quart servings unsweetened koolaid easier makeand tastes betterpresweetened container says makes quartsbut came short that quarts dont sugar addedwhen yourself your koolaid yesthe invisible koolaid flavors impossible findin unsweetened packetsraspberrycherrygrapewatermelon kiwi found,39
544171,B009HDKC7M,A1KNZ5VM3UYU6R,Yoot,0,0,3,1350950400,"This is not fruit, and is not organic",description this item clearly says fruit even warns about seeds that organic what received mangosteen powder that sustainably grown rather than organic powder fine guess amazon sunfood needs change description here accurate,32
513655,B000VK33C6,A1UN5Q1FKH1ZT7,BJ,2,2,3,1273104000,Good news and bad news,like that this reasonably priced organic food that readily available switched this when brand been feeding dogs years began upset tummy senior however neither dogs even chowhound crazy about they eventually took coaxing tummy problems clear,36
224601,B001EO5XE4,A3RHTYE29SABQE,"Svetlana Corwin ""Sandy""",3,4,3,1252454400,"Great Taste, Container Dinted",loved this stuff both containers were dinted worried about opening them even considered returning curiosity over regret trying this stuff sooooo delicious happy with packaging though,26
311005,B001EO6FPU,AA6176V2HKG16,"Scott Turner ""EngineerBoy""",9,9,3,1281916800,"Pretty good taste, but caused digestive issues",been searching lowno sweetener liked what read about erythritol potential option specifically liked that seemed that erythritol metabolized that helped prevent reduce gastric issues unfortunately this case pretty strictly controlled introduction iced sweetened with erythritol into diet both times tried significant gastric issuesbr maybe overly sensitive something move look other options taste pretty good though exactly like sugar cooling effect certainly noticeable unpleasant,63
95222,B00401OZ1U,ASR59L6GJI505,Bunny,4,4,3,1307577600,"Not bad, but not the best metromint product",love metromint water really excited tastes kind like minty bubble isnt doesnt have same intense mint flavor that makes other ones refreshing,22
359758,B007M832YY,A1KBQEYNYSFDWY,"C. Thomas ""Interested Reader""",0,1,3,1285459200,They Seem Different,normally love popchips couldnt find them local stores ordered them here flavor doesnt seem good they little more brownedthinner seemed more crispy harder sort dont know batch they have changed they make them disappointed,34
223222,B002BCFI70,A3TLSKZPPH6OV1,Matthew Brillhart,1,1,3,1297123200,Pretty good,huge chocolate peanut butter freak have been looking peanut butter cocoa while finally broke down ordered this after months hemming hawwing about aadmit reading directions first first like slightly chocolate water added more spoonfuls improved quite what expected this made with wateri work little choice next deceided again home cocoa machine with milk there great improvement result going experiment tonight make shake blender with said peanut butter freak,68
521398,B007JFXWRC,AS6SH2JM2YY3H,R Schmidt,0,1,3,1350086400,"Cute bag... tea taste is a bit ""sour fruity""...",this lipton herbal pyramid blackberry vanilla sour fruity have admit went through recent phase drinking quite turkish with many teas they acquired taste havent acquired this onebr product however bags worked nicely their pyramid format like that seemed drain better pulled compared traditional bagbr take look this product like fruity teas with caffeine,53
492019,B006BXV176,A2H1W8V6R9TJ9E,J. Jacobs,0,0,3,1337817600,"I wasn't impressed, but my child liked these bars",nutritionally thought these bars were fine calories grams grams fiber grams sugar ingredients were recognizable include apple puree banana puree dried pumpkin unfortunately taste very appealing chocolate barely discernable taste rest lackluster because although bars decent ingredients there them must highly processed despite lack enthusiasm 4yearold liked these bars just fine stars from stars from make star rating,58
37433,B000FBO9LK,A20AMAVMHY2Z5J,Klee,0,0,3,1313107200,Bahlsen Truffet cookies,very happy when recieved order cookies were melted very good product word advise dont products summer time that will melt,20
245007,B001E5E1PA,A1JRYSAA9AZOQK,L. Lines,1,1,3,1249603200,"Vegan, but NOT organic",being frequent milk purchaser kind assume that theyre organic almost them didnt even think check when ordered this product unfortunately better than milk organic meaning that wont order again also thought bland very thin unless doubled amount powder suggested,39
239471,B000DZH19U,A1X0RLJE60LPHW,T. Taylor,2,2,3,1244246400,They melt in the heat!,really like these cookies they chocoholics dream just aware order them when fastest shipping they melt inside their packages make tasty mess,22
547768,B006HYLW32,A13ML5W7NK1M7O,Jocelyn,1,2,3,1348185600,LOVE these with one caveat,surprised just yummy these chips kids adore them they have artificial anything which important kids feingold diet which eliminates artificial coloring preservatives flavors only thing that kept from higher star rating choice they used coat chips have problem with believe good great thing they coat chips with after they heat them they dont create free radicals that said ingredient list says sunflower safflower andor canola hmmmm thats very definitivebr sunflower safflower good canola frankenfood that dont want kids sigh yummy possibility spoiled canola,83
223848,B001D0KG3W,A2ZW6T2NLYTDM9,hgravley,0,0,3,1303171200,Not quite what we expected.,huge coffee drinker husband likes strong bold coffee normally italian blend pretty bold husband impressed thought tasted fine then again used good creamer anyway,24
15917,B0006G5N0K,A825IF88RI9M6,Gisela,0,0,3,1349568000,Too many broken pieces,generally biscuits great such high percentage would broken point buying extra large biscuits extra large small pieces miss reason buying theme first place there better pack biscuits better than this,30
443898,B0034EDM2W,A1KDIFVBAT4MWE,F. Saldivar,0,1,3,1285632000,Too sweet for me,kind bars just sweet love fruit ratio crunch with every bite hoping this would work because gluten wheat free natural glycemic index decent amount fiber trans fats price great amazon with subscribe save even cheaper,35
408781,B002AQP30Y,A55PCTJ6NINET,"David K. Watson ""DKW""",1,1,3,1308787200,A disappointment,liked chex since make yourself chex sour cream onion snack surprisingly bland does much flavor onion sour creme anything else recognizable spice remaining bags shaking some onion powder into them traditional bold barbecue cheddar varieties have more pronounced identifiable flavors,40
471227,B00451UN84,A22NLWO10CRDZV,BersReview,6,6,3,1315785600,"Not my favorite, but it's OK",have tried many many different brands coconut water when purchased this store thought best taste market quickly ordered case arrived great condition many reviewers have noted every single dented scratched that didnt taste nearly good ones purchased grocery store dont know dents would have altered taste there definitely difference while still drinkable probably wont order again,56
306166,B003THQKXM,A3SU48A49T9TKR,S. B.,0,0,3,1321833600,WAY TOO EXPENSIVE.....,healthiness great most clif productsbr price even with subscribe save highbr there much difference from just buying regular granola barsbr there only packages each with smaller bars eachbr always wonder they make such boxes only items boxwho only eats granola bars,41
471189,B001CUUPD4,A2KIYHQIUKRJP8,"Kevin Braun ""kb""",4,15,3,1246147200,Tastes great but made in Mexico,love these first happy about them being made mexico opposed right here after hearing from owner confident they making high quality product anyway they taste amazing would probably them they were made barn went through pound fast couldnt believe,39
511628,B000MS05KA,A3IO17M947C57E,EBE,0,1,3,1289779200,Bought for Hair Loss.,bought this hair loss mixed with water spread scalp overnightbr first time about months noticed reduction hair falling outbr skipped monthsbr restarted dont same resultsbr this could anything still using many options there,33
277537,B000VK8AVK,A1LTNRGWZFY4C9,GROUCHHUNTER,0,0,3,1253232000,TOTALLY LOVE POPCHIPS!,totally addicted popchips this very plain flavor tasts favorite them tates better than plain chip greasy anything around calories grams still very good snack opinion would these again,28
432352,B003A199AI,A1IQYPFSBMX3LS,"Florence R. Wohl ""Grammy Flo""",1,2,3,1310947200,Guilt-Free but not that great,loved idea this snack others mentioned enough crunch volume that hard finish flavors that great really like honey mustard onion flavored snacks smart fries much loves snacks even cheddar appealing,30
504399,B007I7YZJK,A2MA4ATED1B1GB,"LLM ""dagoodnurse""",0,0,3,1334534400,Not bad. Not sure if I would purchase again.,cant that this product tasted deliver what promised mixture didnt taste pommegranate tasted mildly berry more like water enhancer than anything else color drink inviting smelled pleasant artificial chemical sweetner taste,31
198167,B001EO6B3G,A384L2XYMN68QZ,"Angela Eck ""Angela""",0,0,3,1291420800,"Like the oil, but dislike the packaging.",love using this grapeseed cooking however tins arrived damaged being loosely packed into allowed jostle around during shipping tins dents themsome rather major fortunate didnt have grapeseed leaking them chose keep grapeseed despite damaged tins dont think purchase this brand again afraid that tins would severely damaged shipping again also does have type pour spout each time pour some with over thats little annoying just wish this company would change their packaging,72
441701,B002PXPQFY,A3PTJBI4ZLOZOC,B. Martin,0,0,3,1324166400,Great Bamboo; ok vase.,quality bamboo very good vase that sent only partially resembled picture website same shape lighter green with little glazed sheen there also detail vase picture leaf sculpted onto side vase vase definitely lower quality than what pictured good value little disappointing based picture understand that vases will vary such substantial change appearance from picture disappointing,55
338779,B000IXRF6Q,AMZTJYL4KTXI4,Deborah C.,0,0,3,1348099200,Great Product but Problem with Delivery,love this product many patties arrived squished leaky maybe they were place close some heat source have ordered patties before without problem however,23
553486,B000PKYG1Y,A3MWMMS3YLMCV,D. Lim,2,2,3,1229040000,Sniffers LifeStages,dogs loved sniffers that longer available thought give ones they were only dogs still liked them they were crazy ones,20
164322,B002915VF2,A2GLXQGACN4V9F,J. Politz,6,7,3,1250467200,Fairly satisfied,found that dessert little flavor didnt taste peanut butter chocolate mild most satisfying things about minimal number calories entire carton that seemed curb craving real cream,26
418903,B001EO65DM,ADIIUV2UR1FB1,D. Hudson,0,0,3,1315353600,Very generic tasting coffee,love coffee tend drink much morning making feel buzzed later wanted give green mountain roasters halfcaff enjoy their other coffees this flavorful tell halfcaff there didnt feel type caffeine buzz lack flavor what really turned quite flat sparkle would equate with drinking grocery storebrand decaf coffee wasnt worst definitely great either thanks goodness shipment coffee came last night this drinkable would again recommend someone really likes good nutty coffee flavor wasnt there,72
347470,B0007ZGUYS,A2ZHG543W3BF46,Shogungts,0,0,3,1300665600,Not Enough Coffee,this there wasnt nearly enough coffee flavor some chicken hours before cooking could certainly taste seasoning coffee flavor lacking plan cutting this with ground coffee next time,27
483756,B003XDH6M6,A3S0XEPOFOCB5W,"Rita Reader ""Lea""",0,0,3,1311811200,It could have had more flavor.,liked this product because love flavor pomegranate could have more flavor concerned gave three stars tasty some other brands have remember they using organic sugar healthy trade less sugary alternative other candies myself like salad dressings much better sure they should candies because lets face people going candy they going favorite sugar stuff that they love those really have discipline choose healthy snack they will love,66
123482,B0006VB3SG,A359PZI7ZV9D1L,"Beamerjo ""Jo""",0,0,3,1296432000,My picky doxie turned up his nose at these!,sure these would great larger doxie couldnt them ball could really chew them when tried give treat alone turned nose,20
182520,B008RWUKXK,A2TO2BN3P4C00L,Music Fan Jeff,1,2,3,1320105600,"low fat, high-ish sugar, mild flavor",this cereal pleasant enough tasting quite honestly would have appreciated addition more blueberry puree better some dried blueberries extra flavorbr relative lots other granolas this some things going relatively grams gram serving with saturated trans fats grams fiber also lower sugar than many other granolas with grams servingbr bear mind that serving this granola only inclined more time like youll likely want double triple above valuesbr back suggests serving this granola three ways onthego over yogurt with milk think they should that baked fruit since think this might make healthy alternative traditional cobbler topping think rest that,97
182522,B008RWUKXK,AFK893ELKDPY,Irene Watson,1,2,3,1319846400,"Hard, crunchy and sweet",considering ingredients this product with exception sugar healthy combination granola therefore looking forward trying something first spoonful surprise because didnt expect hard crunchy with occasional chewy berry thrown didnt like texture found very difficult well found sweet after spoonfuls couldnt anymore gave husband trybr liked crunch granola said sweet finish bowl indicated doubtful will more thoughts soak rest package muffins added fiber will bonusbr dont mind sweet cereal like hard crunch then like this product didnt thats because personal preference looking other reviews many people like want take their considerations well,91
178956,B000GFYRKI,A38R4K8Y4DA3Y1,Laxmikant Joshi,1,1,3,1260316800,"I like it. 4 stars for price, 3 stars for quality.",herbal bought online give same strong mint flavour from ones bought local store seemed like stock online cheaper price quality rate quality same bought from local store person,28
156674,B0006GSQTU,A2XXTP6ONWGBUB,Honolulu mom,1,1,3,1347580800,Color not as pictured - not orange but blush/rose,this first amazon review depend others reviews want return favor kids nofoodchemical thus dyefree diet happy have found natural decorating sugar them wanted others know that color definitely deep orange pictured mediumlight blushrose color however kids myself just happy have something decorate their cakecupcakes with since everything there contains what believe petroleumbased dyes yellow pretty sugar just color wanted have sons want pink which this basically knocked star high price about star color inaccuracy,74
497115,B004E4EBMG,AVHN134ADVP4R,"A4Q96 ""Gadget Lover""",0,0,3,1321920000,"Decent product, good tasting, but doesn't seem that cost effective",really liked having this product adding water teabr tasted very good easy given much they recommend using expensive used even more flavor wanted biggest reservations that cost effective dont close have much bigger mess than with powderbr still good stuff,40
507107,B000I5IDZ6,A1L9T6WQ6L8Q9E,JewGenie,1,1,3,1338595200,50/50 Chance,have celiac really miss candy especially twist tried this product three times times they were fresh dont know times they some them were hard trust dont waste finishing them once them wish owner would better quality control overall they good product really quick shipping,44
16656,B001LGGH40,A2BJ9I0BQ1LH5S,guitarchick24,0,0,3,1238544000,"nice soda alternative, but lacks a little something",huge soft drink consumer thought would give this since being touted healthy soda alternativebr switch lowsugar carbonated drink that tastes fairly well sweet regular soft drinks juices felt like soft drink that kind weird filledup feeling lacked pizazz when came taste there wasnt strawberry kiwi side just made drink feel little flat dont like super sweet foods like tons flavor drink didnt impress much this drink might more acquired tastebr sample this your local grocery store friends house before buying,80
496202,B008JKU2CO,A2MFQUJ4I0XVM,pumalibu,0,0,3,1285718400,looks better than it tastes,other ones from starbucks wanted something different especially with combination macadamia mango this didnt seem mesh well probably wont these again,21
168895,B0016BAB42,A3O754Z8KZDYRF,"N. Schultz ""health nut""",76,84,3,1239062400,Acai Powder,appears this product contains omegas where package does state orac value orac value what most people looking acai product doesnt blend well with liquid wont buying this product again shipping fast would recommend seller just product,36
299077,B000JZYM8C,ACQY0PA2XHJYI,M. Tinglof,0,0,3,1311206400,"Bad, but Jocolate sending refund",batch really tasting bars expiration date november contacted jocalate from larabar website they sent check replace bars they taste contact them they will refund your purchase bars have expired,29
206183,B0042ZB2RY,A14FPY85YPOR8T,"Tina ""Working in a school library allows me t...",0,0,3,1343260800,"I'm not an expert on vinegar, but...",favorite dressing dole white basalmic vinaigrette that comes cherry almond bleu salad found copycat recipe wanted could never find white basalmic vinegar local stores hence purchase amazon they have everything made dressing though wasnt exact match close main difference being version wasnt sweet mild more sugar which helped have made other dressings with darker balsamic vinegar know that sugar added substantial theory this vinegar stronger more bitter than believe would have that this product just okay,76
518603,B000EM2PH0,A3F6Y22G5MS9M0,Calliopia,0,0,3,1320710400,OK soup but high calorie,this soup taste better than most very high calorie should have guessed since uses real cream will another brand next time,21
141184,B000FH7YBQ,A1SZ2E4B0ZFNGM,"Nanshee ""Bigfoot Bluffs""",2,2,3,1197849600,Different!,these into smallsized squares handle eating them almost like eating softgummy candy with strange flavors glad bought them just experiment something,21
145987,B000SDKDM4,A7ZBOZZ0RYB9H,"G. Thomson ""PopsGT""",0,0,3,1268179200,Eehhh!,this coffee wasnt just wasnt good hoped would just didnt have flavor aroma expecting french press preferred method brewing that usually brings best coffee offer,25
502417,B0083T5TAQ,A3CHQ8EGH7NZ37,KRose,0,0,3,1339632000,Yummy Delicious but interesting packaging,absolutely love different flavors coffee that were this bundle very delicious decent price honestly little surprised that came such only kcups brown their like store other than that small quirk probably will kcups from here again after looking other sellers,40
60196,B0062MEOTI,A1CDRS1GDBW2F7,"Dawn M. Martin ""Squirrely Girl""",0,0,3,1325894400,"Okay, not great",this third flavor that tried tassimo high hopes since really enjoyed regular gevalia mocha expecting more andes candy flavor unfortunately peppermint flavor here little over topbitey chocolate somewhat toned downnonexistent might some more experimenting with this though since have more servings left probably something along lines brewing suchard chocolate disc conjunction with peppermint chocolate espresso discs that comprise this flavor hopes that might take some edge excessive peppermintbr glad that kraft putting seasonal flavors want support that endeavor probably wouldnt this again like peppermint might want give this shot,89
111952,B002YLK9E0,A37B93WSEQCMTN,alieye,0,0,3,1279152000,pancakes,this pancake makes very fluffy pancakes problem they arent really yummy dress them adding fruit something else found themselves pancakes little bland,22
379714,B005GBIXZM,APYKJUMZP99ZJ,"jerseygirldownsouth ""jerseygirldownsouth""",0,0,3,1318896000,Not sure it's worth the trouble,little shih seemed have trouble licking rollerball consistently enough fully enjoy treat inclination bite wondering thats what most dogs would course cant tell words they like something have behavior when took this away from really didnt protest like does when favorite treatbr premise behind this product interesting understand idea rollerball made sense just sure works together well enough cant envision seeking this purchasing,63
146604,B001M074ME,AL01VKN4KYHTW,Marvin H. Diamond,1,1,3,1341360000,melitta pods for Senseo coffee makers,there problem with melitta pods senseo coffee makers pods thick cause locking mechanism open during brewing process spillingbr water outside nozzle have tried this multiple times with same result used already compressed works alright course notbr producing full flavored coffee,40
136032,B005SPQENY,A3U1WPDQLP9CQ,Lemon,1,1,3,1331424000,Tasty - But Only If You Like a Chunky Drink,this tasty think solids within your liquids personal preference tend prefer drinks without pulp otherwise good tasting beverage little high calories tend choose lower calorie teas,26
354130,B002TM5458,A24CMOGA4MUQAD,"Lemissa ""Lemissa""",2,3,3,1293753600,special edition packaging leaves tons to be desired,little disappointed with this collection came shipping different pods were just thrown there according combination described online when read collectors edition assumed more care would taken packaging packaging itself would special instead just print that they with coffee black white print that isnt better quality than your regular poster coffee itself described although there many bold flavors that sure they claim this medium roast collection looking sample different brands types coffee this works however being keurig brewing sure this price comparable costs more special limited edition package this collection skip worth additional cost,93
30815,B007M83302,A2LMM2BUM4TURO,Scottyboy,0,0,3,1334534400,Popchip fail,these popchips both taste smell horrible very down enjoy most various flavors that popchips have offer besides this flavor smell actually awful that kills from start could manage them after that well good dissatisfied with this flavor specific would still recommend popchips whole,43
248033,B004T3QMD8,A29C0Z6BY8HB9H,Mom of three,0,0,3,1321488000,Needs more flavor!!,pumpkin spice lattes from starbucks pumpkin flavored coffee creamer really thought would like this does make nice foam layer flavored just wouldve liked sweeter have little more flavor made with 4tsps stated more because thought watery tasting tried adding more even tried adding sugar every time just comes bland,49
79053,B004FT2X2A,ARWRGBC8F0RYD,Patrick,0,0,3,1338076800,"Tasty, But Not Fresh",really good deal like eight bags these probably should have together figured that they overstock they were harder than candy received same brand firm christmas gift,26
424968,B0041CIP3M,A2ANC9Z50PIS0D,Mom,0,0,3,1334793600,excellent packaged curry,grew golden curry over time found tastes broadening traveled other parts asia this delicious curry good many would find restaurants,20
76986,B001OCKIP0,A30IP3E4MDQ36,J. Brooks,0,0,3,1243382400,Pretty generic chocolate granola...,plain simple this pretty generic tasting granola tons different typesbrands granola this ranks right middle packbr chocolate isnt sweet which perfect milk chocolate granola just doesnt stand heartynutty taste oats grains chocolate came melted figure just tossed freezer chocolate pieces firmed right upbr overall this pretty tasty treat just that price stick plain granola adding dark semi sweat chocolate pieces tastes same better then thisbr prosbr additivespreservativesbr quality ingredientsbr chocolate isnt super sweet which think some might conbr consbr pricebr pretty generic tasting nothing extraordinarybr high calories what granola isnt,90
47495,B00366PYR4,A2KCYQTJBV0IGN,Tracey L Lewis,0,0,3,1326326400,Maple Leaf Cookies,ordered recieved cookies cookies shortcake maple cream good cookies packaged sloppily plasic trays some cookies broken some just cookie without maple cream what expected love maple leaf shortcake cookies from canada able them anymore will order again wish they would little more care product guarantee they would able keep them shelf,51
192133,B001U0ON1G,A3DME73RN40QIL,Amanda N. Hart,1,1,3,1323388800,Vibrant sparkles that don't add much sparkle.,like other reviewers have pointed these sparkles they just little shimmer flakes large glittery taste crunch either they just kind fall icing look like really thin shards glass pretty just shiny purple motherinlaw thought plastic that fell cupcake picking until told what very impressive,44
251481,B000FMBEFI,A3DKS7SSPMDH4D,Chattie1,0,0,3,1287360000,Lasts about 15-20 minutes with mid-sized dogs,product came exactly advertised although hoped would last longer than time from unwrapping crumbs minutes with midsized shipping greatit arrived ahead delivery schedule,23
268837,B004SRFYMK,A1KJDOL79GJ3JI,Colene M. White,0,0,3,1280188800,"OK, but not my favorite.",found this coconut water almost tasteless more like water with slight coconut flavor coconut waters quite expensive like more coconut flavor true complaints there just others prefer zico,28
515017,B001E95KRE,A2NI7MMI6J7KKE,"Eva K. Flores ""eva""",2,2,3,1299369600,mixed doggy reviews,loves loving pets gourmet duck chicken sticks concerned they made china wanted wean those found newmans chicken sticks similar treat them mixed reviews crazy about them will ultimately feel more comfortable that these made with reasonable ingredients made,38
523427,B000P7FIXC,A1SBYEREQ8RZ93,"terevos ""terevos""",0,0,3,1323734400,"Good taste, but it's just too thin",this nacho cheese sauce pretty good taste especially compared number other canned sauces tried however just thin consistency soup doesnt hold chip well enough youll dripping cheese everywhere youre careful,30
310503,B008JKTH2A,A2MFQUJ4I0XVM,pumalibu,0,0,3,1285718400,looks better than it tastes,other ones from starbucks wanted something different especially with combination macadamia mango this didnt seem mesh well probably wont these again,21
252125,B0030AUC6E,AXLEXZ750G5SE,jenuwine,0,4,3,1287964800,Bought at my local supermarket,found this organic aisle local supermarket opposed boxes being sold here with shipping waiting would just like know anyone knows this good quality being bagged puerh expert looking something authentic without paying anyone suggest good quality only reason gave this because something find your supermarket without buying pack,48
209843,B003YQBC0E,A1SOKQ5FRU0G7P,1futbolboy,0,0,3,1333497600,Bamboo bonsai,well just received bamboo bonsai nothing like pictures looks like some sort variegated grass bamboo pictures nice packed well just different than what thought getting nice well,27
256201,B001PB6C5A,A2LB86SVX3NDV1,Person,0,0,3,1345939200,Salt of the earth.,expecting something special with taste this product didnt deliver personally salt looks pretty very shinny will salt your food will reorder back kosher salt from dollar store when years,29
38295,B007R1PGVS,A1K6BWET4KNSL,S. Mayo,4,5,3,1250208000,Zipfizz,friends doctor recommended this weight loss after having baby good better with little artificial sweetener added note sure drink some water your bottle when drink will fizz some,28
30747,B007M83302,A3UNPDOS40TSF1,Hoolia,1,1,3,1260921600,Not as good as BBQ,tried first pleasantly surprisedbr have always weakness sour cream onion figured would heaven popchips calorie sized bagsbr arrived just didnt have same tang most flavors,25
342890,B003SGFRYW,A31V2YVDQKLLYS,"GrannieAnnie ""Annie""",0,0,3,1346284800,"Crumbs, not cookies",purchased these cookies amazon previously they were very good only were broken been encased bubble wrap with adequate amount inflated bags added cushioning reordered them received only half filled with cookies rest crumbs badly packed with only cushioning from three dinky inflated bags dont expect have cookies with spoon wont ordering these again,53
456737,B0009ETA6W,A141ZDXC35BJAP,ferrz07,3,5,3,1330128000,I wish i wouldve known,while this product increase supply went from pumping around both sides about minutes ruined daughter fine until freshly pumped milk wouldnt drink over ounce without fussing directly from breast thinking maybe just didnt want bottles nipple little more fell asleep then when woke screamed hours though were pain curled turned wouldnt sleep longer than minutes took half realize only thing done different take four capsules actually liked maple syrup smell looked like much pain just cannot give this full five stars there should something label that warns more reviews about,90
221983,B005CFCA0G,A1TJS6TYTJ6CIK,Rachel,0,0,3,1341532800,"great candy bar, terrible delivery",british husband introduced this candy since theyre readily available united states they favorites when they were available amazon excited they were really inexpensive however when they arrived bars completely melted since wasnt delivered until very june texas they packs included packaging that match texas summer think whoever shipped should have specified that this package could left delivery truck,58
493870,B0044CPA28,A1KMG1AIUS00DC,"The Movie Man ""tenebre89""",0,0,3,1297814400,"Sweet & crunchy, but not a great breakfast cereal",like cold breakfast cereal usually have four five different boxes kitchen cabinet most time also like flavor peanuts figured this product would worth tryingbr flakes reminded kelloggs frosted flakes very crisp very sweet tried with milk first time breakfast found flavor peanuts breakfast very enjoyable next tried eating some snack right late afternoon snack this time product more enjoyable also tried sprinkled vanilla cream which goodbr combination ultra sweetness peanuts didnt work early morning thinking snack using apart from traditional intent found tasty satisfying,84
317902,B005K4Q1RW,AVN7MSCXVXEMO,DragonFire1024,1,1,3,1326931200,Not that bad,artificial sweeteners this product really isnt that there really isnt after taste intense thought would have been some reviews have made flavor amazing either expecting little more zing paid cups disappointed natural real product better have tried both this product that good price again will definitely stars value taste still enjoyable,51
244173,B0018CIUBA,AUI3US13YHN93,BrooklynBarracuda,0,0,3,1351123200,Dog Loves it . . . While it Lasts,bought this flavor edible nylabone industrial strength chewing whos just over year although enjoys nylabone flavors goes through them record time because chronic chewer considering much costsi decided wasnt worth instead purina chewnola bones they entertain little hours keeps going back until gone recommend this anyone with whos into chewing also recommend them amazon since much less than store stars because cost doesnt match lasting power,66
139155,B000FPKX5C,A2843M2KUXFECX,Oregonian,0,0,3,1294704000,A good choice for new crunchers and munchers!,pretty wild about these awhile when little started eating solid food they dissolve easily picking them bunch tray hell shovel them time down hell pick them with thumb finger watch learning thingsbr worry about added sugar been holding back little these lately offering them less often giving cheerios instead gerbernestle corn crunchies little sodium snacks dont need that stuff really looking alternatives think these will still around house awhile everything moderation,71
244319,B0030VBQ5Y,A3GVUIEMIZT3TM,giggles27,0,0,3,1337385600,good but unusual,daughter loves them disappointed that first squeeze always looks darker then rest even knead before opening throw away first squeeze,20
323787,B002GWFA1Y,A5AFON7M7AOZA,"Uncle Jim ""King's Man""",5,6,3,1292976000,Okay Coffee - But Not as Good as Starbucks,coffee lover have automatic espresso machine used roast beans when read reviews this coffee particularly that would freshly roasted prior shipping attracted purchased five pounds have disappointed when coffee freshly roasted foam leaves filter when brew also taste freshness this coffee neither over just mediocre like title good starbucks which best either least common reference point many,57
